Location_Name,Location_Type,Blk_No,Address,Postal_Code,Full Address,Long,Lat,floor_area_sqm,remaining_lease,Price,Link,Lease_Used,Num_Bed,Num_Toilet
Ang Mo Kio,HDB 4 Room,229,Ang Mo Kio Avenue 3,,229 Ang Mo Kio Avenue 3,,,90,54,485000,https://www.99.co/singapore/sale/property/229-ang-mo-kio-avenue-3-hdb-Zb85TdtWCpekZFydxUcFCJ,45.0,3,2
Compassvale Link,HDB 3 Room,273D,Compassvale Link,,273D Compassvale Link,,,89,85,706000,https://www.99.co/singapore/sale/property/273d-compassvale-link-hdb-g2omBMC2mvoxkwdfQT2apJ,14.0,3,2
Ang Mo Kio,HDB 5 Room,316A,Ang Mo Kio Street 31,,316A Ang Mo Kio Street 31,,,109,82,880000,https://www.99.co/singapore/sale/property/316a-ang-mo-kio-street-31-hdb-D5sjEzUSTiWZ3uAkPfS4yc,17.0,3,2
Woodlands,HDB 4 Room,778,Woodlands Drive 60,,778 Woodlands Drive 60,,,102,73,520000,https://www.99.co/singapore/sale/property/778-woodlands-drive-60-hdb-NbTM2EE3DZu5pvM8AhBbJ6,26.0,3,2
Lorong 8 Toa Payoh,HDB 5 Room,216,Lorong 8 Toa Payoh,,216 Lorong 8 Toa Payoh,,,116,51,729000,https://www.99.co/singapore/sale/property/216-lorong-8-toa-payoh-hdb-GRRHVNTUipSkHGCCzZ8oFx,48.0,3,2
Pasir Ris,HDB Executive,134,Pasir Ris Street 11,,134 Pasir Ris Street 11,,,148,70,850000,https://www.99.co/singapore/sale/property/134-pasir-ris-street-11-hdb-USMHevvELyTKXrT85H8hk6,29.0,4,2
Pasir Ris,HDB 5 Room,771,Pasir Ris Street 71,,771 Pasir Ris Street 71,,,129,72,700000,https://www.99.co/singapore/sale/property/771-pasir-ris-street-71-hdb-oFo8h4yHJr9tTPVfeFeGNW,27.0,4,2
Mcnair,HDB 3 Room,113B,Mcnair Road,,113B Mcnair Road,,,68,93,818000,https://www.99.co/singapore/sale/property/113b-mcnair-road-hdb-KUn6bdAbvkcGnH8QmGtGEY,6.0,2,2
Spottiswoode Park,HDB 5 Room,110,Spottiswoode Park Road,,110 Spottiswoode Park Road,,,120,55,938000,https://www.99.co/singapore/sale/property/110-spottiswoode-park-road-hdb-jyDFRLd5BUSxVCAWvdskFJ,44.0,3,2
Bendemeer,HDB 4 Room,10A,Bendemeer Road,,10A Bendemeer Road,,,92,93,1248000,https://www.99.co/singapore/sale/property/10a-bendemeer-road-hdb-6NEMgLKR2PfvQefcTUWU6x,6.0,3,2
Marsiling,HDB 4 Room,22,Marsiling,,22 Marsil,,,91,53,420000,https://www.99.co/singapore/sale/property/22-marsiling-drive-hdb-j9BUjThWCLF6b83XEfb3du,46.0,3,2
Punggol Place,HDB 5 Room,207B,Punggol Place,,207B Punggol Place,,,112,90,738000,https://www.99.co/singapore/sale/property/207b-punggol-place-hdb-KnZ7m5oZ5zk84K72TQKcSk,9.0,3,2
Strathmore,HDB 5 Room,48,Strathmore Avenue,,48 Strathmore Avenue,,,109,82,1199990,https://www.99.co/singapore/sale/property/48-strathmore-avenue-hdb-BcRgL7o8NJQCmWgmk3ahC4,17.0,4,2
Yishun Central,HDB Executive,324,Yishun Central,,324 Yishun Central,,,145,64,888000,https://www.99.co/singapore/sale/property/324-yishun-central-hdb-FeMtvMQCu7mQdHYfZ4n2u6,35.0,4,2
Jalan Tenteram,HDB 4 Room,117B,Jalan Tenteram,,117B Jalan Tenteram,,,92,93,838000,https://www.99.co/singapore/sale/property/117b-jalan-tenteram-hdb-c9v72ezfTjstfdD8HiHFQX,6.0,3,2
Hougang,HDB 3 Room,529,Hougang Avenue 6,,529 Hougang Avenue 6,,,73,63,450000,https://www.99.co/singapore/sale/property/529-hougang-avenue-6-hdb-85pdhvzqAwzh99C6v6mCw4,36.0,2,2
Lorong 7 Toa Payoh,HDB 3 Room,13,Lorong 7 Toa Payoh,,13 Lorong 7 Toa Payoh,,,65,46,380000,https://www.99.co/singapore/sale/property/13-lorong-7-toa-payoh-hdb-iBnViquABwdLxPgXwdR6uu,53.0,1Bed,2
Choa Chu Kang Central,HDB 4 Room,216,Choa Chu Kang Central,,216 Choa Chu Kang Central,,,105,66,568000,https://www.99.co/singapore/sale/property/216-choa-chu-kang-central-hdb-NuMYMDbp4w7mK7HJb6f3vu,33.0,3,2
Woodlands,HDB 4 Room,625A,Woodlands Drive 52,,625A Woodlands Drive 52,,,100,74,498000,https://www.99.co/singapore/sale/property/625a-woodlands-drive-52-hdb-HPycfvT8oJq2sBbDrJhDEL,25.0,3,2
Buangkok Crescent,HDB 4 Room,999B,Buangkok Crescent,,999B Buangkok Crescent,,,93,94,620000,https://www.99.co/singapore/sale/property/999b-buangkok-crescent-hdb-bfkrZrnGnK7iiDR5ap3Tou,5.0,3,2
Bishan,HDB 5 Room,290,Bishan Street 24,,290 Bishan Street 24,,,122,74,1200000,https://www.99.co/singapore/sale/property/290-bishan-street-24-hdb-TmGG4pVNTydpeRfdnmDxnR,25.0,4,2
Serangoon,HDB 4 Room,228,Serangoon Avenue 4,,228 Serangoon Avenue 4,,,90,60,640000,https://www.99.co/singapore/sale/property/228-serangoon-avenue-4-hdb-dyF3zDSFYDUYjoLWcqo5AR,39.0,3,2
Punggol Place,HDB 4 Room,274D,Punggol Place,,274D Punggol Place,,,92,89,700000,https://www.99.co/singapore/sale/property/274d-punggol-place-hdb-j5joDdFxF3PAZvn3HncyxV,10.0,3,2
Yishun,HDB 5 Room,674B,Yishun Avenue 4,,674B Yishun Avenue 4,,,111,94,700000,https://www.99.co/singapore/sale/property/674b-yishun-avenue-4-hdb-Qt6pdrVuQSG77KYnW4T4EX,5.0,4,2
Pasir Ris,HDB 5 Room,185,Pasir Ris Street 11,,185 Pasir Ris Street 11,,,123,69,690000,https://www.99.co/singapore/sale/property/185-pasir-ris-street-11-hdb-8bPDCtHN94dWMpLr9DHdhP,30.0,3,2
Tampines,HDB 5 Room,411,Tampines,,411 Tamp,,,137,61,698000,https://www.99.co/singapore/sale/property/411-tampines-street-41-hdb-YqmZ59uKwzipzPe7cbVnSc,38.0,4,2
Tampines,HDB 5 Room,356,Tampines,,356 Tamp,,,124,72,628888,https://www.99.co/singapore/sale/property/356-tampines-street-33-hdb-TsyHq2kY7UNtL9RM6rfcrK,27.0,4,2
Jurong West,HDB 5 Room,271C,Jurong West Street 24,,271C Jurong West Street 24,,,112,79,550000,https://www.99.co/singapore/sale/property/271c-jurong-west-street-24-hdb-jKX3SMTYZeEnRyKp2P8BEX,20.0,3,2
Sumang Walk,HDB 4 Room,322D,Sumang Walk,,322D Sumang Walk,,,92,94,690000,https://www.99.co/singapore/sale/property/322d-sumang-walk-hdb-9kN4VP4zNHXTavNFBJ5qmq,5.0,3,2
Jurong West,HDB Executive,409,Jurong West Street 42,,409 Jurong West Street 42,,,149,61,698143,https://www.99.co/singapore/sale/property/409-jurong-west-street-42-hdb-PHUBSaedSZFS8a9Mwr5wM2,38.0,4,3
Lompang,HDB 4 Room,178,Lompang Road,,178 Lompang Road,,,90,77,688000,https://www.99.co/singapore/sale/property/178-lompang-road-hdb-7YtyLaajxdHFShYXx52sKg,22.0,3,2
Bedok Reservoir,HDB Executive,641,Bedok Reservoir Road,,641 Bedok Reservoir Road,,,145,69,950000,https://www.99.co/singapore/sale/property/641-bedok-reservoir-road-hdb-GG95BoENKFLUPY2Tc9MkMp,30.0,4,2
Edgefield,HDB 4 Room,671B,Edgefield Plains,,671B Edgefield Plains,,,90,91,615000,https://www.99.co/singapore/sale/property/671b-edgefield-plains-hdb-E76Pp4hXMNKjex5DVDH8Vd,8.0,3,2
Lorong 5 Toa Payoh,HDB 3 Room,57,Lorong 5 Toa Payoh,,57 Lorong 5 Toa Payoh,,,60,49,338000,https://www.99.co/singapore/sale/property/57-lorong-5-toa-payoh-hdb-3w7Vj6UgPiuDbARVoQhhKo,50.0,2,1
Holland Close,HDB 3 Room,6,Holland Close,,6 Holland Close,,,64,50,480000,https://www.99.co/singapore/sale/property/6-holland-close-hdb-U2Cn4EgVp4jFAuYHjCgxyR,49.0,3,2
Jurong West,HDB 4 Room,623,Jurong West Street 61,,623 Jurong West Street 61,,,89,77,530000,https://www.99.co/singapore/sale/property/623-jurong-west-street-61-hdb-Xp7kjaQAu25ibXp2nb2Tfi,22.0,3,2
Woodlands,HDB 3 Room,185B,Woodlands Street 13,,185B Woodlands Street 13,,,67,95,450000,https://www.99.co/singapore/sale/property/185b-woodlands-street-13-hdb-c9RhfK6GjjnLnQeERUWTi7,4.0,2,2
Choa Chu Kang,HDB 4 Room,435,Choa Chu Kang Avenue 4,,435 Choa Chu Kang Avenue 4,,,103,69,498000,https://www.99.co/singapore/sale/property/435-choa-chu-kang-avenue-4-hdb-HXk2a7HWNN3dqM65g9mZNR,30.0,3,2
Jurong West,HDB 4 Room,668C,Jurong West Street 64,,668C Jurong West Street 64,,,85,76,470000,https://www.99.co/singapore/sale/property/668c-jurong-west-street-64-hdb-Q3gMLxEFmBTm2WaFnwwsK2,23.0,3,2
Hougang,HDB 4 Room,318,Hougang Avenue 5,,318 Hougang Avenue 5,,,91,58,498000,https://www.99.co/singapore/sale/property/318-hougang-avenue-5-hdb-TyYjxjwqcaYpoid5ftV5sB,41.0,3,2
Sumang Lane,HDB 4 Room,220C,Sumang Lane,,220C Sumang Lane,,,92,94,590000,https://www.99.co/singapore/sale/property/220c-sumang-lane-hdb-AMrBYuvaefX8H8ktGgmAXM,5.0,3,2
Kang Ch,HDB 5 Room,352,Kang Ch,,352 Kang Ch,,,120,73,638000,https://www.99.co/singapore/sale/property/352-kang-ching-road-hdb-4Bzun22b4cCBPnsVKhqd7H,26.0,4,2
Rivervale Crescent,HDB 3 Room,180B,Rivervale Crescent,,180B Rivervale Crescent,,,66,91,475000,https://www.99.co/singapore/sale/property/180b-rivervale-crescent-hdb-2MEUQQanhaQNXkMcsExjiQ,8.0,2,2
Upper Boon Keng,HDB 5 Room,16,Upper Boon Keng Road,,16 Upper Boon Keng Road,,,141,51,899999,https://www.99.co/singapore/sale/property/16-upper-boon-keng-road-hdb-bzEDAJzcmWVnjuHuQ3nKhH,48.0,6,4
Pasir Ris,HDB Executive,584,Pasir Ris Street 53,,584 Pasir Ris Street 53,,,150,71,1150000,https://www.99.co/singapore/sale/property/584-pasir-ris-street-53-hdb-AhCcGGcmJSP4EP2QtStcEt,28.0,2,2
Kallang Bahru,HDB 3 Room,64,Kallang Bahru,,64 Kallang Bahru,,,68,50,390000,https://www.99.co/singapore/sale/property/64-kallang-bahru-hdb-7ZhSQmAW4kw3fttwTtQP3C,49.0,2,2
Cantonment Close,HDB 4 Room,12,Cantonment Close,,12 Cantonment Close,,,74,79,850000,https://www.99.co/singapore/sale/property/12-cantonment-close-hdb-25C4dzXPVNn5wncFTxxVVE,20.0,3,2
Marsiling,HDB Executive,135,Marsiling,,135 Marsil,,,174,71,848000,https://www.99.co/singapore/sale/property/135-marsiling-road-hdb-eAwq5K27kxckiftbHdWjKq,28.0,4,2
Hougang,HDB 3 Room,523,Hougang Avenue 6,,523 Hougang Avenue 6,,,73,62,460000,https://www.99.co/singapore/sale/property/523-hougang-avenue-6-hdb-XLNKJ7UBUYfCvxskLZPuPw,37.0,2,2
Woodlands,HDB 5 Room,690A,Woodlands Drive 75,,690A Woodlands Drive 75,,,109,80,550000,https://www.99.co/singapore/sale/property/690a-woodlands-drive-75-hdb-BazxSrohKQjpN2mQpv68U6,19.0,3,2
Tampines,HDB 5 Room,461,Tampines,,461 Tamp,,,121,62,680000,https://www.99.co/singapore/sale/property/461-tampines-street-44-hdb-JnesKeuhF7EGzBxMmneXj5,37.0,3,2
Woodlands,HDB Executive,325,Woodlands Street 32,,325 Woodlands Street 32,,,162,71,890000,https://www.99.co/singapore/sale/property/325-woodlands-street-32-hdb-LCuVjiiLAzZwyrkZdwGmof,28.0,4,3
Jurong West,HDB 5 Room,653A,Jurong West Street 61,,653A Jurong West Street 61,,,110,78,615000,https://www.99.co/singapore/sale/property/653a-jurong-west-street-61-hdb-FBG2jWUNmGYBDknZ2pfNPD,21.0,3,2
Chai Chee,HDB 4 Room,35,Chai Chee Avenue,,35 Chai Chee Avenue,,,81,51,450000,https://www.99.co/singapore/sale/property/35-chai-chee-avenue-hdb-bUuwVC2eGcLsPeSbY6RtCS,48.0,3,1
Yishun,HDB 4 Room,512C,Yishun Street 51,,512C Yishun Street 51,,,92,93,560000,https://www.99.co/singapore/sale/property/512c-yishun-street-51-hdb-9Yp5DmpsZxu84ESr35ak5Y,6.0,3,2
Jalan Damai,HDB 5 Room,670,Jalan Damai,,670 Jalan Damai,,,124,72,850000,https://www.99.co/singapore/sale/property/670-jalan-damai-hdb-mcXuYGwkdLQaKrgQ7wJdWQ,27.0,4,2
S,HDB 5 Room,442,S,,442 S,,,119,66,1008888,https://www.99.co/singapore/sale/property/442-sin-ming-avenue-hdb-oSKJkzmi2meAqBUgXX8kD7,33.0,4,2
Marsiling,HDB 3 Room,15,Marsiling,,15 Marsil,,,64,52,320000,https://www.99.co/singapore/sale/property/15-marsiling-lane-hdb-RrTqqVsZjo2Saip6zvBTET,47.0,2,1
Bukit Batok West,HDB 4 Room,394,Bukit Batok West Avenue 5,,394 Bukit Batok West Avenue 5,,,91,80,565000,https://www.99.co/singapore/sale/property/394-bukit-batok-west-avenue-5-hdb-bMQgX4pYG259KJfoLE9BkT,19.0,3,2
Hougang,HDB 5 Room,521,Hougang Avenue 6,,521 Hougang Avenue 6,,,120,63,838000,https://www.99.co/singapore/sale/property/521-hougang-avenue-6-hdb-6z8f3wC3EqBjfD4Ku5kxsc,36.0,3,2
Chai Chee,HDB 3 Room,37,Chai Chee Avenue,,37 Chai Chee Avenue,,,65,59,408000,https://www.99.co/singapore/sale/property/37-chai-chee-avenue-hdb-EE54XQr3AUNbUQveqAAYt8,40.0,2,1
Telok Blangah Way,HDB 3 Room,27,Telok Blangah Way,,27 Telok Blangah Way,,,82,52,468000,https://www.99.co/singapore/sale/property/27-telok-blangah-way-hdb-NHrzgHmZQDrRx47f8nu2nf,47.0,3,1
Anchorvale,HDB 4 Room,351D,Anchorvale Road,,351D Anchorvale Road,,,91,95,650000,https://www.99.co/singapore/sale/property/351d-anchorvale-road-hdb-DcbKmANh5RM2CqXZJycoZ8,4.0,3,2
Bukit Batok West,HDB 4 Room,450C,Bukit Batok West Avenue 6,,450C Bukit Batok West Avenue 6,,,92,95,649000,https://www.99.co/singapore/sale/property/450c-bukit-batok-west-avenue-6-hdb-myNuHXvfooD3Fb2kFvNN5i,4.0,3,2
Sembawang,HDB 5 Room,410,Sembawang Drive,,410 Sembawang Drive,,,109,77,528000,https://www.99.co/singapore/sale/property/410-sembawang-drive-hdb-WFxcFZX9jsiRQNxrkMXXVa,22.0,3,2
Lorong 1 Toa Payoh,HDB 3 Room,115,Lorong 1 Toa Payoh,,115 Lorong 1 Toa Payoh,,,65,43,360000,https://www.99.co/singapore/sale/property/115-lorong-1-toa-payoh-hdb-UNv5gpGhaKrkYciCHbU9cu,56.0,2,1
Yuan Ching,HDB 5 Room,138A,Yuan Ching,,138A Yuan Ch,,,104,90,799000,https://www.99.co/singapore/sale/property/138a-yuan-ching-road-hdb-WAQPKBfMNKdwHVFSPznKuh,9.0,3,2
Bukit Batok East,HDB 3 Room,231,Bukit Batok East Avenue 5,,231 Bukit Batok East Avenue 5,,,66,61,418000,https://www.99.co/singapore/sale/property/231-bukit-batok-east-avenue-5-hdb-hJQHtDAQpaQusWJPjXVudz,38.0,2,2
Yishun,HDB 3 Room,462A,Yishun Avenue 6,,462A Yishun Avenue 6,,,67,94,455000,https://www.99.co/singapore/sale/property/462a-yishun-avenue-6-hdb-XrUL6e7feTwmwR9us4EAQT,5.0,2,2
Clementi West,HDB 4 Room,712,Clementi West Street 2,,712 Clementi West Street 2,,,91,56,490000,https://www.99.co/singapore/sale/property/712-clementi-west-street-2-hdb-hfSyTbMZh3qL7GamGPYuVF,43.0,3,2
Telok Blangah,HDB 3 Room,44,Telok Blangah Drive,,44 Telok Blangah Drive,,,64,52,388000,https://www.99.co/singapore/sale/property/44-telok-blangah-drive-hdb-ScFcB8UgphjyzYddodWp3t,47.0,2,1
Upper Boon Keng,HDB 4 Room,15,Upper Boon Keng Road,,15 Upper Boon Keng Road,,,87,51,509000,https://www.99.co/singapore/sale/property/15-upper-boon-keng-road-hdb-GDgskkzboruv7ajpoLP3tF,48.0,3,2
Dover,HDB 3 Room,1,Dover Road,,1 Dover Road,,,72,51,450000,https://www.99.co/singapore/sale/property/1-dover-road-hdb-gsMHM3wYWKUqGdGJVuLHqL,48.0,3,2
Toa Payoh East,HDB 3 Room,264,Toa Payoh East,,264 Toa Payoh East,,,92,94,900000,https://www.99.co/singapore/sale/property/264-toa-payoh-east-hdb-TiSTgim8haSQMbApzjdnmV,5.0,3,2
Boon Lay,HDB 5 Room,268C,Boon Lay Drive,,268C Boon Lay Drive,,,111,78,590000,https://www.99.co/singapore/sale/property/268c-boon-lay-drive-hdb-jamzhMPSgscf4ADCwN9tZ8,21.0,3,2
Yishun,HDB Executive,387,Yishun Road,,387 Yishun Road,,,141,64,839000,https://www.99.co/singapore/sale/property/387-yishun-ring-road-hdb-2k6Z6QKyhjtmC8gUhTU5bL,35.0,4,2
Holland,HDB 3 Room,9,Holland Avenue,,9 Holland Avenue,,,64,50,425000,https://www.99.co/singapore/sale/property/9-holland-avenue-hdb-7Q23DqXicuQW8xpPQwQGbW,49.0,3,2
Yishun,HDB Executive,824,Yishun Street 81,,824 Yishun Street 81,,,145,63,900000,https://www.99.co/singapore/sale/property/824-yishun-street-81-hdb-SM3jRzhitn7vZxe3S49jyh,36.0,4,3
Sumang Lane,HDB 3 Room,220B,Sumang Lane,,220B Sumang Lane,,,68,94,445000,https://www.99.co/singapore/sale/property/220b-sumang-lane-hdb-N4xqBAALrATBwyLTRVmnHM,5.0,2,2
Joo Seng,HDB Executive,20,Joo Seng Road,,20 Joo Seng Road,,,141,64,870000,https://www.99.co/singapore/sale/property/20-joo-seng-road-hdb-NYQB9kG7X3HcMfYpPBUNrV,35.0,3,3
Keat Hong Close,HDB 5 Room,805D,Keat Hong Close,,805D Keat Hong Close,,,112,93,650000,https://www.99.co/singapore/sale/property/805d-keat-hong-close-hdb-PK3z7cZvuHQoczNQmuSiCK,6.0,3,2
Bukit Batok,HDB Executive,535,Bukit Batok Street 52,,535 Bukit Batok Street 52,,,145,63,830000,https://www.99.co/singapore/sale/property/535-bukit-batok-street-52-hdb-Pah5gkmHR43wTei6X4To69,36.0,3,3
Rivervale,HDB 5 Room,190A,Rivervale Drive,,190A Rivervale Drive,,,113,76,570000,https://www.99.co/singapore/sale/property/190a-rivervale-drive-hdb-meV3Gm4i6JUhEfJgaLj7RZ,23.0,3,2
Telok Blangah Heights,HDB 5 Room,85,Telok Blangah Heights,,85 Telok Blangah Heights,,,109,79,1090000,https://www.99.co/singapore/sale/property/85-telok-blangah-heights-hdb-a7onurSVwNQdabw4aoZ5oQ,20.0,3,2
Bukit Batok West,HDB 4 Room,450C,Bukit Batok West Avenue 6,,450C Bukit Batok West Avenue 6,,,92,95,668000,https://www.99.co/singapore/sale/property/450c-bukit-batok-west-avenue-6-hdb-YWW5Kg3qVBsBv9MEkqJ57L,4.0,3,2
Telok Blangah Heights,HDB 5 Room,85,Telok Blangah Heights,,85 Telok Blangah Heights,,,109,79,1090000,https://www.99.co/singapore/sale/property/85-telok-blangah-heights-hdb-XokkmAc5avsS5pqMi3NBW3,20.0,3,2
Rivervale,HDB 5 Room,190A,Rivervale Drive,,190A Rivervale Drive,,,113,76,570000,https://www.99.co/singapore/sale/property/190a-rivervale-drive-hdb-PVtMnVSaqSG4km8ZVe6Zio,23.0,3,2
Senja Link,HDB 5 Room,652,Senja Link,,652 Senja Link,,,10,77,638888,https://www.99.co/singapore/sale/property/652-senja-link-hdb-YrG7dkhSFCPiAkRbmHo5HC,22.0,3,2
New Upper Changi,HDB 4 Room,210,New Upper Changi Road,,210 New Upper Changi Road,,,90,56,6500000,https://www.99.co/singapore/sale/property/210-new-upper-changi-road-hdb-LEYyt92zFtMhjBFXkbAZ6P,43.0,1Bed,1
Jurong West,HDB 5 Room,650B,Jurong West Street 61,,650B Jurong West Street 61,,,109,76,649000,https://www.99.co/singapore/sale/property/650b-jurong-west-street-61-hdb-CCZf6nMjV8XHFLiAJAzKB2,23.0,3,2
Buangkok Link,HDB 4 Room,992A,Buangkok Link,,992A Buangkok Link,,,92,95,620000,https://www.99.co/singapore/sale/property/992a-buangkok-link-hdb-ceU6q7wPmqs7gDSw6iLzwr,4.0,3,2
Yishun,HDB 5 Room,733,Yishun Avenue 5,,733 Yishun Avenue 5,,,122,60,595000,https://www.99.co/singapore/sale/property/733-yishun-avenue-5-hdb-QFkYGWc8QV2iDyp8228Pqi,39.0,3,2
Pandan Gardens,HDB 5 Room,407,Pandan Gardens,,407 Pandan Gardens,,,103,55,460000,https://www.99.co/singapore/sale/property/407-pandan-gardens-hdb-oJxQsqGS7pRNkk5xfo3Hj2,44.0,3,2
Choa Chu Kang,HDB Executive,453,Choa Chu Kang Avenue 4,,453 Choa Chu Kang Avenue 4,,,141,76,739888,https://www.99.co/singapore/sale/property/453-choa-chu-kang-avenue-4-hdb-bTxtsPoyLjegoauyNhmSWk,23.0,4,2
Bukit Batok West,HDB 5 Room,450C,Bukit Batok West Avenue 6,,450C Bukit Batok West Avenue 6,,,112,95,788000,https://www.99.co/singapore/sale/property/450c-bukit-batok-west-avenue-6-hdb-4WSCNv3xzqQWfemgbW4iLw,4.0,2,2
Punggol Walk,HDB 3 Room,308C,Punggol Walk,,308C Punggol Walk,,,66,92,500000,https://www.99.co/singapore/sale/property/308c-punggol-walk-hdb-QVgfGTuhNa4qoySz3XhNhk,7.0,2,2
Bishan,HDB Executive,261,Bishan Street 22,,261 Bishan Street 22,,,146,68,1900000,https://www.99.co/singapore/sale/property/261-bishan-street-22-hdb-kR75YMtVMMr8oXTMzMDZKv,31.0,4,3
Holland,HDB 3 Room,13,Holland Drive,,13 Holland Drive,,,65,51,440000,https://www.99.co/singapore/sale/property/13-holland-drive-hdb-8Sz7QqZpC43NeWuhabGtgc,48.0,2,1
Hougang,HDB Executive,615,Hougang Avenue 8,,615 Hougang Avenue 8,,,146,62,860000,https://www.99.co/singapore/sale/property/615-hougang-avenue-8-hdb-j2UevCvxH7tyzPGwhogr8z,37.0,4,3
Admiralty,HDB 5 Room,359,Admiralty Drive,,359 Admiralty Drive,,,111,77,599000,https://www.99.co/singapore/sale/property/359-admiralty-drive-hdb-B9Yp7CjDUTaNRAyj768JKX,22.0,4,2
Circuit,HDB 3 Room,50,Circuit Road,,50 Circuit Road,,,55,45,300000,https://www.99.co/singapore/sale/property/50-circuit-road-hdb-Vr5jSw7P4ZuGvnjvcXgwco,54.0,2,1
Bendemeer,HDB 3 Room,47,Bendemeer Road,,47 Bendemeer Road,,,73,50,420000,https://www.99.co/singapore/sale/property/47-bendemeer-road-hdb-bmFTzkbXeL6jNtNGogKnvH,49.0,3,1
Edgedale,HDB 5 Room,684B,Edgedale Plains,,684B Edgedale Plains,,,112,94,888888,https://www.99.co/singapore/sale/property/684b-edgedale-plains-hdb-5CWtczrgqAAuUrdpfTsjhP,5.0,3,2
Woodlands,HDB 3 Room,687A,Woodlands Drive 75,,687A Woodlands Drive 75,,,113,79,568000,https://www.99.co/singapore/sale/property/687a-woodlands-drive-75-hdb-6eboNheoYNy5chuLGzrk7r,20.0,3,2
Bishan,HDB 5 Room,102,Bishan Street 12,,102 Bishan Street 12,,,120,63,988888,https://www.99.co/singapore/sale/property/102-bishan-street-12-hdb-ERL9mnYaqsxLtMnmvYfQo7,36.0,3,2
Circuit,HDB 3 Room,35,Circuit Road,,35 Circuit Road,,,71,47,390000,https://www.99.co/singapore/sale/property/35-circuit-road-hdb-HwkvfNGUEdVQWV6dceSU5U,52.0,3,1
Clementi West,HDB 2 Room,728,Clementi West Street 2,,728 Clementi West Street 2,,,67,56,380000,https://www.99.co/singapore/sale/property/728-clementi-west-street-2-hdb-Ma4HBVrr3VsYUNFb2QXYEt,43.0,2,2
Yishun,HDB 3 Room,703,Yishun Avenue 5,,703 Yishun Avenue 5,,,67,60,408000,https://www.99.co/singapore/sale/property/703-yishun-avenue-5-hdb-UvMt7AyzzadagNeDNniv2d,39.0,2,2
Pasir Ris,HDB Executive,584,Pasir Ris Street 53,,584 Pasir Ris Street 53,,,146,71,850000,https://www.99.co/singapore/sale/property/584-pasir-ris-street-53-hdb-9K5GNs55BHCKdc6SdCcQDL,28.0,4,2
Tampines,HDB 3 Room,211,Tampines,,211 Tamp,,,68,61,456888,https://www.99.co/singapore/sale/property/211-tampines-street-23-hdb-5hFj4ndBp2rDtJCW9x37n7,38.0,2,2
Commonwealth Close,HDB 3 Room,83,Commonwealth Close,,83 Commonwealth Close,,,59,43,340000,https://www.99.co/singapore/sale/property/83-commonwealth-close-hdb-Zg79Wvq2hYJk7uUdzbPpKQ,56.0,2,1
Jelebu,HDB Executive,183,Jelebu Road,,183 Jelebu Road,,,125,79,999999,https://www.99.co/singapore/sale/property/183-jelebu-road-hdb-gLWejyip5hVERH4TjsPTxr,20.0,4,2
Choa Chu Kang,HDB 5 Room,812B,Choa Chu Kang Avenue 7,,812B Choa Chu Kang Avenue 7,,,112,93,645000,https://www.99.co/singapore/sale/property/812b-choa-chu-kang-avenue-7-hdb-3EJUTjTBMN2nHKU456JgoJ,6.0,4,2
Yishun,HDB 2 Room,459,Yishun Avenue 11,,459 Yishun Avenue 11,,,47,89,330000,https://www.99.co/singapore/sale/property/459-yishun-avenue-11-hdb-HVHkzyHh393Miihh3QgfV5,10.0,1Bed,1
Clementi,HDB 4 Room,441A,Clementi Avenue 3,,441A Clementi Avenue 3,,,93,88,1088888,https://www.99.co/singapore/sale/property/441a-clementi-avenue-3-hdb-JUovmgnrNWiPHNN8HKVQHp,11.0,3,2
Mar,HDB 4 Room,19,Mar,,19 Mar,,,87,51,530000,https://www.99.co/singapore/sale/property/19-marine-terrace-hdb-dYgv8Ya5fVZE7eerrD6NVo,48.0,3,2
Kim Tian,HDB 4 Room,127D,Kim Tian Road,,127D Kim Tian Road,,,92,89,1000000,https://www.99.co/singapore/sale/property/127d-kim-tian-road-hdb-4FKwr5tuYnfuipWy9nAmFb,10.0,3,2
Marsiling,HDB 4 Room,116,Marsiling,,116 Marsil,,,170,71,870000,https://www.99.co/singapore/sale/property/116-marsiling-rise-hdb-WKH27hVdj8PHyD9dgK3Sy8,28.0,5,3
Jurong West,HDB 3 Room,929,Jurong West Street 92,,929 Jurong West Street 92,,,72,65,380000,https://www.99.co/singapore/sale/property/929-jurong-west-street-92-hdb-L96MWLaPanL9H5CDQH2oHD,34.0,2,2
Serangoon,HDB 3 Room,219,Serangoon Avenue 4,,219 Serangoon Avenue 4,,,66,60,380000,https://www.99.co/singapore/sale/property/219-serangoon-avenue-4-hdb-3YDcv2QxvE9iuboFktJuSp,39.0,2,2
Jurong West,HDB 3 Room,530,Jurong West Street 52,,530 Jurong West Street 52,,,66,59,375000,https://www.99.co/singapore/sale/property/530-jurong-west-street-52-hdb-WQD67iHFHQ695ms5ZxHDW5,40.0,2,2
Upper Cross,HDB 3 Room,536,Upper Cross Street,,536 Upper Cross Street,,,68,57,540000,https://www.99.co/singapore/sale/property/536-upper-cross-street-hdb-VnnCdVFpFn6qXYqYrLxKg7,42.0,2,1
Pasir Ris,HDB 4 Room,452,Pasir Ris Drive 6,,452 Pasir Ris Drive 6,,,120,65,737000,https://www.99.co/singapore/sale/property/452-pasir-ris-drive-6-hdb-TWTz2gs6UKdGjv7nAt5W4S,34.0,3,2
