UID,Price,Type,Title,Links,Sub Heading
1476,"$1,500",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677398,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
1477,"$1,450",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677397,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
1478,"$2,100",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677396,"Privacy common room, Above Tanjong Pagar Mrt, no owner for rent"
1479,"$3,400",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677395,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
1480,"$1,150",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID677295,565 Ang Mo Kio Avenue 3 Common Room for rent
1481,"$1,100",Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID677313,Single Occupancy Common Room at Sengkang Compassvale
1482,$400,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677352,Share Common Room - Female 
1483,$950,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677336,Room For Rent - Admiralty (Woodlands)
1484,"$1,500",Room for Rent , Simei,https://rentinsingapore.com.sg/rooms-for-rent/ID677413,Pool View Condo Common Room For Rent @Eastpoint Green (Simei MRT - EWL)
1485,$900,Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID677420,Common Room for Rent at Blk 22 Sin Ming Road. (FEMALE ONLY) NO AGENT FEE
1486,"$1,150",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID677328,668 Jurong West *No Agent Fees
1487,"$4,500",Whole Unit , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID677403,172A Toa Payoh
1488,"$1,200",Room for Rent , Punggol,https://rentinsingapore.com.sg/rooms-for-rent/ID677417,Master Room at Blk 102B Punggol Field. Near to Cove LRT and Punggol MRT! NO AGENT FEE
1489,"$7,200",Whole Unit , Geylang,https://rentinsingapore.com.sg/rooms-for-rent/ID677416,4 Bedrooms fully furnished condo at TRE Residences ( Available from 1st October ) 
1490,"$9,999",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID677384,"3 Storey Bungalow House with Private Lift, 5 Bedrooms En-Suite"
1491,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677383,"3bedrooms Loft with high ceiling, Good size Balcony, Lloyd Sixtyfive at Prime Location"
1492,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677382,"SkyPark @ Somerset, Bungalow in the Sky Duplex with Sky Garden 4bedrooms"
1493,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677381,"Prime Location, Lloyd Sixtyfive, 3bedrooms Loft with high ceiling, Good size Balcony"
1494,"$9,999",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677380,Penthouse 2Bedroom + 2Bathroom + 2 Good size Balcony at The Peak @ Cairnhill II
1495,"$1,250",Room for Rent , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID666208,Condo Common Room for rent
1496,"$2,200",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID438349,Cozy / Expats Friendly Queen Room .Nearby Raffles place MRT - Virtual Viewing
1497,"$4,350",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID439806,Marina Bay Sands 1 Bedroom Unit - Downtown / Raffles place MRT
1498,"$2,000",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID559796,Just right opposite Tiong Bahru MRT - Queen Room for Rent . 
1499,"$2,200",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID559800,Marina bay View - Super High Floor Queen Room @ The Sail[marina bay]
1500,"$1,350",Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID677916,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1501,"$1,100",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677913,Common room at Palm Isles for rent! Aircon wifi! 
1502,"$1,350",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID677907,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier 
1503,"$1,350",Room for Rent , Novena,https://rentinsingapore.com.sg/rooms-for-rent/ID677905,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1504,"$1,350",Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID677904,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1505,$650,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677903,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
1506,"$1,350",Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID677902,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1507,"$2,500",Whole Unit , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID677878,Self-Contained Studio at Citylife@Tampines for Rent
1508,$750,Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID677868,Comfortable Room for Sharing in Condominium
1509,$950,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID677871,MASTER ROOM FOR 1 pa x or couple -from $950 - whatsapp 9455...
1510,$700,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677319,"Master & common @ Blk 289g Bt Batok - $700 for 1 guy, master room for 2 pax $1000"
1511,"$1,200",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID677318,Blk 1A Cantonment Road - nice renovated - $1200 for 1 lady (aircon + wifi) 
1512,"$1,200",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677317,Nice room @ Pinnacle Duxton - aircon wifi 
1513,$800,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID677316,Blk 424c Yishun - nice room - $800 for 1 lady (aircon + wifi)
1514,"$1,000",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677315,Blk 284 CCK - nice room - $1000 for couple (aircon + wifi + cooking) - walk to MRT 
1515,"$2,600",Whole Unit , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID677314,"2 bedders @ Lakeside Tower - apartment, no condo facility"
1516,"$2,600",Whole Unit , Tuas,https://rentinsingapore.com.sg/rooms-for-rent/ID677312,2 bedder @ Lakeside Tower - $2600
1517,"$4,300",Whole Unit , Marine Parade,https://rentinsingapore.com.sg/rooms-for-rent/ID445495,Waterbank@ Condo/2 bed room/ Professional Occupancy
1518,"$1,200",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID334646,Immediate Available !!! Master Room for Rental @ Yishun 
1519,"$5,490",Whole Unit , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID677232,High floor whole unit Pinnacle @ Duxton for rent
1520,$700,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677197,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
1521,"$2,100",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID677196,"Privacy common room, Above Tanjong Pagar Mrt, no owner for rent"
1522,"$1,500",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677195,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
1523,"$1,450",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677194,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
1524,"$3,400",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID677193,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
1525,"$2,650",Room for Rent , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID677192,"Privacy, no owner, Huge Master room at UE Square, Near Fort Canning Mrt"
1526,"$9,999",Whole Unit , Sentosa,https://rentinsingapore.com.sg/rooms-for-rent/ID677191,"Beautiful Sea & Pool view with nice huge patio , 4+1bedroom, The Coast"
1527,"$2,000",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID677190,"No owner, Expat Common room at One Devonshire near Somerset Mrt"
1528,"$9,999",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID677188,"Nice layout Penthouse 5Bedrooms + 1 Family beside CBD, Mrt, Clarke Quay, Aspen Heights"
1529,"$9,999",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID677187,"PentHouse 2 storey, Duplex, Sky Terrace, Roof top pool, Jacuzzi, Out door patio , 4bedroom + Family"
1530,$900,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677433,Common Room For Rent In Woodlands! Near to Admiralty MRT!
1531,"$1,200",Room for Rent , Sembawang,https://rentinsingapore.com.sg/rooms-for-rent/ID677447,"Sembawang Springs Estate, Jalan Malu-Malu, Landed property, Big Common Room, for rent"
1532,"$4,600",Whole Unit , Queenstown,https://rentinsingapore.com.sg/rooms-for-rent/ID677425,Rent whole flat with 2 rooms (Queenstown)
1533,"$6,600",Whole Unit , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID677436,2 Bedroom Loft Unit in Newton For Rent
1534,"$6,500",Whole Unit , River Valley,https://rentinsingapore.com.sg/rooms-for-rent/ID677440,2 Bedroom Unit In River Valley For Rent
1535,"$5,800",Whole Unit , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID677434,2 Bedroom Penthouse in Balestier for Rent
1536,$900,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677448,Fully-Furnished Doubles-Room
1537,$780,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677455,Full Privacy-All Ladies. Freedom-No Owner. Near MRT. No Agent Fee. Safe Home. Spacious. Few People
1538,"$5,500",Whole Unit , Little India,https://rentinsingapore.com.sg/rooms-for-rent/ID93300,"3 BR Flat, High Floor, City Fringe, 1min to MRT for Rent"
1539,"$1,200",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID677424,Near Clementi MRT! Common room at 440b clementi avenue 3 for rent! Aircon wifi! 
1540,"$1,200",Room for Rent , Farrer Park,https://rentinsingapore.com.sg/rooms-for-rent/ID677290,McNair Room for Rent
1541,"$1,200",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677255,Exceptionally nice and clean common room for rental
1542,"$1,400",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID677276,Common room at 38 Lorong 5 Toa Payoh for rent! Aircon wifi! 
1543,$950,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677275,$950 for two pax Common Room @ Blk 765 Woodlands Circle. A/C WiFi. 
1544,"$1,500",Room for Rent , Bishan,https://rentinsingapore.com.sg/rooms-for-rent/ID677272,Near Bright Hill MRT! Common room at Bishan Park condominium for rent! Aircon wifi!
1545,$900,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID665261,a beautiful and the best room in Tampines.!
1546,"$1,300",Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID677189,A Spacious Common Room For Rent (Clean & Cosy) only available from 20 Oct 23 onwards
1547,"$4,500",Whole Unit , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID677221,Apartment for rent - Ever Lodge
1548,"$1,400",Room for Rent , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID677171,"Rising Suites, Master Room, near Newton MRT, for rent"
1549,$780,Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677176,Full Privacy-All Ladies. Freedom-No Owner. No Agent Fee. Near MRT. Safe and Spacious yet Few People.
1550,$700,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677553,Master & Common @ 289G Bt Batok 
1551,"$1,200",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID677549,Blk 1A Pinnacle @ Duxton - $1200
1552,"$1,000",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677547,Blk 284 Choa Chu Kang - $1000
1553,"$2,600",Whole Unit , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID677545,2 bedder @ Lakeside Tower - $2600
1554,"$1,100",Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID677544,"Near Bugis, Raffles City Common room at Prime Location"
1555,$900,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID677543,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
1556,$850,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677542,"Near Bt Panjang Mrt, Renovated Common room, Near Hillion Mall and Bukit Panjang Plaza"
1557,$700,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677541,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
1558,"$6,500",Whole Unit , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677540,"Beside Orchard Road, 1Bedroom High Ceiling, 1bathroom, Approximately 904sqft, Near Somerset Mrt"
1559,"$9,999",Whole Unit , Bukit Timah,https://rentinsingapore.com.sg/rooms-for-rent/ID677539,"7bedrooms with Private Pool at Goodwood Crescent, near CBD/Town area"
1560,"$1,000",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID677239,Newly renovated & Fully Furnished Room 
1561,"$1,200",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID677241,Newly renovated & Fully Furnished Master Bedroom. 
1562,"$1,600",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID677259,Masterbed room available
1563,"$1,500",Room for Rent , Woodlands,https://rentinsingapore.com.sg/rooms-for-rent/ID677251,master room rental
1564,"$3,500",Whole Unit , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID677266,Whole Unit for rent
1565,"$1,750",Room for Rent , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID677269,Paya Lebar MRT Big Bright Master Room - No Agent Fee
1566,"$1,200",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID677271,Master Bedroom for Rent
1567,"$1,300",Room for Rent , Simei,https://rentinsingapore.com.sg/rooms-for-rent/ID677293,Common Room available from 1st October
1568,"$3,800",Whole Unit , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677278,Blk 211 Pasir Ris Street 21 4A Room HDB Whole Flat for Rent
1569,"$1,000",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677253,"A beautiful, spacious  & windy 6 rooms unit . "
1570,$750,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677338,Blk 283 Bt Batok - $750 for 1 lady (WiFi) 
1571,$650,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID677337,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
1572,$650,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677335,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
1573,$950,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID677334,Blk 211 AMK - walk to AMK mrt - $950 for 2 guys (WiFi)
1574,"$1,200",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID677333,Blk 621 Hougang - $1200/2 pax ; $1000 for 1 pax (AIRCON + WIFI) 
1575,$700,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID677332,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
1576,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID677331,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
1577,$900,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID677330,Blk 40 Teban Garden - $900 for 1 lady (Aircon + WiFi) 
1578,"$1,000",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677329,"Master & common @ Blk 289g Bt Batok - $700 for 1 guy, master room for 2 pax $1000"
1579,"$1,000",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677320,"Master room & common room @ Blk 289G Bt Batok - $1000 for 2, $700 for 1 "
1580,$650,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677169,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
1581,"$2,600",Whole Unit , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677168,2+1 @ Blk 19 Teck Whye Lane - $2600 
1582,"$2,600",Whole Unit , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID677167,"2 bedders @ Lakeside Tower - apartment, no condo facility"
1583,"$1,000",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677166,Blk 284 CCK - nice room - $1000 for couple (aircon + wifi + cooking)
1584,"$1,200",Room for Rent , CBD,https://rentinsingapore.com.sg/rooms-for-rent/ID677165,Renovated room @ Blk 1A Cantonment Road - $1200 - walk to Tanjong Pagar & Outram MRT
1585,"$1,200",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID677163,Renovated room @ Blk 1A Cantonment Road - $1200 - walk to Tanjong Pagar & Outram MRT
1586,$700,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677162,"Master & common @ Blk 289g Bt Batok - $700 for 1 guy, master room for 2 pax $1000"
1587,$900,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID677161,Blk 40 Teban Garden - $900 for 1 lady (Aircon + WiFi) 
1588,$700,Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID677160,Blk 926 Hougang - 1 lady (Wifi) - opposite Hougang 1
1589,"$1,200",Room for Rent , Hougang,https://rentinsingapore.com.sg/rooms-for-rent/ID677159,Blk 621 Hougang - $1200/2 pax ; $1000 for 1 pax (AIRCON + WIFI) 
1590,"$2,600",Whole Unit , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677148,2 bedder @ Blk 19 Teck Whye - $2600 
1591,"$2,600",Whole Unit , Tuas,https://rentinsingapore.com.sg/rooms-for-rent/ID677147,"2 bedders @ Lakeside Tower - apartment, no condo facility"
1592,"$2,600",Whole Unit , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID677146,"2 bedders @ Lakeside Tower - apartment, no condo facility"
1593,$800,Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID677050,Common Room @ 121C Sengkang East Way (mins to Sengkang MRT)
1594,$900,Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677057,"Common-Bedroom, Mins Walk to Choa Chu Kang MRT "
1595,"$1,200",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677055,"Master-Bedroom wif attached Bath, Mins Walk to Choa Chu Kang MRT "
1596,"$1,100",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677074,Condo Room - 5 Min To MRT
1597,"$1,200",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID677083,Common Room for Rent at Blk 354 Yishun Ring Road! NO AGENT FEE
1598,"$1,300",Room for Rent , Clementi,https://rentinsingapore.com.sg/rooms-for-rent/ID677071,QUIET AND SPACIOUS ROOM  
1599,$900,Room for Rent , Sembawang,https://rentinsingapore.com.sg/rooms-for-rent/ID677052,"336 Sembawang Crescent, near Sembawang MRT Station, Common Room, for rent"
1600,"$6,000",Whole Unit , Outram,https://rentinsingapore.com.sg/rooms-for-rent/ID677084,Beautiful spacious whole unit for rent @ Pinnacle Duxton
1601,"$1,500",Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677095,Co-live with friendly tenants
1602,"$1,100",Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID677139,"Near Bugis, Raffles City Common room at Prime Location"
1603,$850,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677138,"Near Bt Panjang Mrt, Renovated Common room, Near Hillion Mall and Bukit Panjang Plaza"
1604,$900,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID677137,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
1605,"$2,100",Room for Rent , Tanjong Pagar,https://rentinsingapore.com.sg/rooms-for-rent/ID677136,"Privacy common room, Above Tanjong Pagar Mrt, no owner for rent"
1606,"$1,500",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677135,"Female environment, Common rm with attached bathroom at D'Nest, 7mins walk Mrt"
1607,$700,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677134,"Good size common room, 3mins walk to Fajar Lrt, food courts, supermarket"
1608,"$1,450",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677133,"Female environment, Nice Pool view Common room at D'Nest, 7mins walk to Pasir Ris Mrt/ Shopping Mall"
1609,"$3,400",Room for Rent , Orchard,https://rentinsingapore.com.sg/rooms-for-rent/ID677132,"No owner, Huge Master rm w good size balcony & attached bathrm, Video Tour available on request"
1610,$950,Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID677158,Blk 211 AMK - walk to AMK mrt - $950 for 2 guys (WiFi)
1611,"$1,400",Room for Rent , Newton,https://rentinsingapore.com.sg/rooms-for-rent/ID677157,Near Newton MRT! Master room at Rising Suites for rent! Aircon wifi!
1612,$650,Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID677156,"Blk 229 Pasir Ris - $650 for 1 guy with WiFi, no aircon "
1613,$750,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677155,Blk 283 Bt Batok - $750 for 1 lady (WiFi) 
1614,"$1,000",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID677154,3 mins walk AMK MRT - lady environment - Blk 716 AMK - $1000 for 1 lady 
1615,"$1,400",Room for Rent , Tiong Bahru,https://rentinsingapore.com.sg/rooms-for-rent/ID677153,Renovated room @ Blk 119d Kim Tian Road - $1400 for 1 lady 
1616,$600,Room for Rent , Jurong East,https://rentinsingapore.com.sg/rooms-for-rent/ID677152,Blk 218 Jurong East - $600 for 1 guy ; $800 for 2 guys (WiFi) 
1617,"$1,000",Room for Rent , Serangoon,https://rentinsingapore.com.sg/rooms-for-rent/ID677151,Renovated room @ Blk 428 AMK - $1000 /1 guy (Aircon + WiFi) - walk to MRT 
1618,"$1,000",Room for Rent , Ang Mo Kio,https://rentinsingapore.com.sg/rooms-for-rent/ID677150,Renovated room @ Blk 428 AMK - $1000 /1 guy (Aircon + WiFi) - walk to MRT 
1619,"$1,000",Room for Rent , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677149,Blk 284 CCK - nice room - $1000 for couple (aircon + wifi + cooking)
1620,$800,Room for Rent , Bukit Batok,https://rentinsingapore.com.sg/rooms-for-rent/ID677069,Common room at 290a Bukit Batok street 24 for rent! Aircon wifi! 
1621,"$1,100",Room for Rent , Chinatown,https://rentinsingapore.com.sg/rooms-for-rent/ID677040,Two single fully furnished common rooms with aircon available from 10 Oct 2023
1622,"$1,100",Room for Rent , Outram,https://rentinsingapore.com.sg/rooms-for-rent/ID677037,Two single fully furnished common rooms with aircon available from 10 Oct 2023
1623,"$1,200",Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID677021,Spacious Common Room at Jumbo Unit
1624,$760,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID677023,Small Common Room (No Aircon) at Jumbo Unit
1625,"$1,000",Room for Rent , Boon Lay,https://rentinsingapore.com.sg/rooms-for-rent/ID677035,Common Room Rental Near Boon Lay MRT-617 Jurong West
1626,"$4,500",Room for Rent , Siglap,https://rentinsingapore.com.sg/rooms-for-rent/ID677016,East Coast High floor one bedder Condo with for Rent! Unblocked Sea view!
1627,"$4,500",Whole Unit , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID677029,* Spacious 3 bedrooms ** well maintained
1628,"$1,000",Room for Rent , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID676991,Room for rent 4min walk distance to Pioneer MRT
1629,$500,Room for Rent , Yishun,https://rentinsingapore.com.sg/rooms-for-rent/ID677034,ROOM SHARE at Yishun for 1 male  -$500 each-whatsapp 9455...
1630,"$6,200",Whole Unit , Paya Lebar,https://rentinsingapore.com.sg/rooms-for-rent/ID677170,Whole Unit @ Dash Atrium
1631,"$1,100",Room for Rent , Sengkang,https://rentinsingapore.com.sg/rooms-for-rent/ID677231,Common room at 467b fernvale link for rent! Wifi available! 
1632,"$2,600",Whole Unit , Choa Chu Kang,https://rentinsingapore.com.sg/rooms-for-rent/ID677230,❤️💕❤️2bedroom Unit-Bk 19 Teck Whye ($2600) No Acon❤️💕❤️
1633,"$2,600",Whole Unit , Jurong West,https://rentinsingapore.com.sg/rooms-for-rent/ID677227,❤️💕❤️Two Bedrooms Unit-9H lakeside Towers($2600) immediately No Acon❤️💕❤️
1634,"$1,680",Room for Rent , Novena,https://rentinsingapore.com.sg/rooms-for-rent/ID677212,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1635,"$1,680",Room for Rent , Balestier,https://rentinsingapore.com.sg/rooms-for-rent/ID677209,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1636,"$1,680",Room for Rent , Toa Payoh,https://rentinsingapore.com.sg/rooms-for-rent/ID677208,Common Room/Strictly Single Occupancy/no Owner Staying/No Agent Fee/Cooking allowed/Near Balestier M
1637,"$1,100",Room for Rent , Bugis,https://rentinsingapore.com.sg/rooms-for-rent/ID677200,"Near Bugis, Raffles City Common room at Prime Location"
1638,$900,Room for Rent , Rochor,https://rentinsingapore.com.sg/rooms-for-rent/ID677199,"2mins walk to Jalan Besar Mrt, Common room at Veerasamy Road, Near Mrt, Bugis, Foods etc..."
1639,$850,Room for Rent , Bukit Panjang,https://rentinsingapore.com.sg/rooms-for-rent/ID677198,"Near Bt Panjang Mrt, Renovated Common room, Near Hillion Mall and Bukit Panjang Plaza"
1640,"$1,650",Room for Rent , Pasir Ris,https://rentinsingapore.com.sg/rooms-for-rent/ID637344,Executive Apt opposite MRT
1641,$950,Room for Rent , Tampines,https://rentinsingapore.com.sg/rooms-for-rent/ID651133,One bed room rental at Tampines Block 811
1642,"$1,300",Room for Rent , Bedok,https://rentinsingapore.com.sg/rooms-for-rent/ID676938,Master room at 533 bedok north street 3 for rent! Aircon wifi! 
